ChannelTitle=,0 Z Force Plate,1 Z Force Plate,Summed Z Force,EMG1 RBack or Forearm,EMG1 RBack filtered,EMG1 RBack median power,EMG1 RBack smoothed,EMG2 RGlute,EMG2 RGlute filtered,EMG2 RGlute median power,EMG2 RGlute smoothed,EMG3 RHam,EMG3 RHam filtered,EMG3 RHam median power,EMG3 RHam smoothed,EMG4 RQuad,EMG4 RQuad filtered,EMG RQuad median power,EMG4 RQuad smoothed
3533.3595,1487.617,1253.827,2741.444,-0.0543125,-0.03651284,63.22627,0.1003287,-0.08765625,-0.06873542,49.97009,0.1075747,-0.00996875,0.03667682,134.1509,0.1297271,-0.009453125,-0.008841365,54.1512,0.03451672
3533.3604,1488.236,1254.449,2742.685,-0.05929687,-0.04337426,63.22627,0.1001845,-0.01065625,0.007382084,49.97009,0.1073359,-0.00584375,0.02254344,134.1509,0.1299562,6.25E-16,0.001763649,54.1512,0.03457507
3533.3613,1489.475,1254.449,2743.924,-0.06221875,-0.04514386,63.22627,0.1000395,0.05946875,0.08030813,49.97009,0.1070972,-0.04967187,0.000322201,134.1509,0.1301854,0.001546875,0.003300378,54.1512,0.03463385
3533.3622,1490.095,1253.827,2743.922,-0.05242187,-0.03432915,63.22627,0.0998943,0.136125,0.1558558,49.97009,0.1068733,0.1148125,0.1503356,134.1509,0.1304162,0.01014063,0.01175612,54.1512,0.03469321
3533.3631,1488.856,1255.691,2744.547,-0.05740625,-0.04053202,63.22627,0.09975241,0.2004063,0.2227918,49.97009,0.1066196,0.1916406,0.2320274,134.1509,0.1306408,0.04004688,0.04351552,54.1512,0.03475229
3533.364,1488.856,1255.691,2746.411,0.00378125,0.02304946,63.22627,0.09961914,0.2261875,0.2476475,49.97009,0.106351,0.1735938,0.224285,134.1509,0.1308362,0.06960938,0.07095639,54.1512,0.03480725
3533.3649,1488.856,1257.555,2747.342,0.121,0.1388279,63.22627,0.09950331,0.202125,0.2258264,49.97009,0.1060377,-0.06617187,-0.03880687,134.1509,0.1310049,0.07235938,0.07730951,54.1512,0.03485257
3533.3658,1489.475,1258.798,2748.273,0.1876875,0.2069782,63.22627,0.09939344,0.1417969,0.1649461,49.97009,0.1057094,-0.3664375,-0.305559,134.1509,0.1311757,0.06789063,0.06960657,54.1512,0.03488792
3533.3667,1490.715,1260.04,2750.755,0.2471563,0.2665845,63.22627,0.09927412,0.06153125,0.08612029,49.97009,0.105396,-0.006015625,0.01673943,134.1509,0.1312929,0.04932813,0.05493214,54.1512,0.03491545
3533.3676,1491.334,1260.04,2751.374,0.2703594,0.2892468,63.22627,0.09911921,-0.007390625,0.01760826,49.97009,0.1051125,0.1507344,0.2098245,134.1509,0.1314174,0.04039063,0.04327204,54.1512,0.03493876
3533.3685,1491.954,1258.798,2750.752,0.1863125,0.2069986,63.22627,0.09890958,-0.0611875,-0.03632132,49.97009,0.1048887,0.03575,0.06257145,134.1509,0.1315298,0.0213125,0.02699495,54.1512,0.0349595
3533.3694,1491.334,1257.555,2748.889,0.08335938,0.1022363,63.22627,0.09869966,-0.1057031,-0.07882369,49.97009,0.1046947,0.0983125,0.1492041,134.1509,0.1316489,0.009796875,0.01400169,54.1512,0.03497922
3533.3703,1490.715,1258.176,2748.891,0.0165,0.03752091,63.22627,0.09854973,-0.1390469,-0.1140551,49.97009,0.1045305,-0.0385,-0.007787167,134.1509,0.1317591,0.0055,0.01143239,54.1512,0.03499864
3533.3712,1490.715,1260.04,2750.755,-0.01048437,0.0088196,63.22627,0.09847289,-0.1625937,-0.1345439,49.97009,0.1043813,-0.3889531,-0.3441927,134.1509,0.1318744,-0.01254687,-0.007514693,54.1512,0.03501789
3533.3721,1490.715,1261.904,2752.619,-0.0295625,-0.008719141,63.22627,0.09844989,-0.1741094,-0.1483891,49.97009,0.104247,-0.2729375,-0.243262,134.1509,0.1319256,-0.04245312,-0.03583571,54.1512,0.03503795
3533.373,1490.715,1261.904,2754.479,-0.0625625,-0.04312116,63.22627,0.09845539,-0.202125,-0.174178,49.97009,0.1041127,-0.05310937,-0.0122596,134.1509,0.1319487,-0.05070312,-0.04518478,54.1512,0.03505623
3533.3739,1491.954,1262.525,2755.408,-0.06565625,-0.04476187,63.22627,0.09847125,-0.2045312,-0.1774688,49.97009,0.1039784,0.045375,0.07305149,134.1509,0.1319719,-0.04142187,-0.03423057,54.1512,0.03507062
3533.3748,1493.813,1262.525,2756.338,-0.00584375,0.01283832,63.22627,0.09848903,-0.1739375,-0.1468967,49.97009,0.1038143,0.09882813,0.1325423,134.1509,0.132002,-0.033,-0.02667976,54.1512,0.03508274
